tweet_id,text,in_response_to_tweet_id
634335,@270395 Hey there! We’d recommend reaching out to your distributor. They'll work with our team to make sure your artist page gets fixed up /PB,634336.0
634337,"@270396 Hey Josh. Don't worry, we'll look into it. Can you DM us your username or email address? /JU https://t.co/ldFdZRiNAt",634338.0
634339,@270397 Hi Liz! We'd suggest reaching out to our Press team at https://t.co/p0LldlBp30. They should be able to help you with this 🙂 /ME,634340.0
634341,"@270398 2: sure your artist page gets fixed up. If you have any other questions, just let us know /NG",634342.0
634344,"@270399 Hi there, help's here! Could you DM us your email address and username? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",634345.0
634346,@270400 Hey Carlee! Thanks for the feedback. It's music to our ears 🎶 /CP,634347.0
634349,@270401 @6443 Hola. Te respondimos vía MD /TU,634350.0
634351,"@270402 Hi Joris, help's arrived! Just to check, do you hear fade in while playing music on other speakers? Let us know /TY",634352.0
634353,"@270403 Hey There! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /TF",634354.0
634355,@270404 Hey there! We can see how that’d be useful. You can vote for the official idea here: https://t.co/hlXvRg5Zog /PX,634356.0
634358,@270405 Hey Jess. Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team. Stay awesome 😁 /MQ,634359.0
634360,@268626 Sorry to hear you feel this way. We've just replied to your DM. Check it out /JP,634361.0
634362,"@270406 Thanks for that. Is this crash happening while connected to WiFi, 3G/4G or both? Keep us posted /JI",634364.0
634365,@270406 We appreciate the confirmation. Can you DM us your username and email address? We'll take a look backstage /JI https://t.co/ldFdZRiNAt,634363.0
634367,"@270406 Hi Michael, help's here! Can you let us know what version of Spotify you're using? We'll see what we can suggest /JI",634368.0
634369,@270407 https://t.co/rkpsuGlCiy! Have a nice day /MC,634370.0
634371,"@270407 We're afraid we don't have any more info to share about this at the moment, but we'll let the right team know you'd like to see it back /MC",634372.0
634373,"@270407 Hey! As we look to improve the overall Spotify experience, we are removing the app from LG TVs. More info here: https://t.co/D2p6hgpCoW /MC",634374.0
634380,@270410 Hey Perla! Can you DM us your account's username or email address? We'll check backstage /NG https://t.co/ldFdZRiNAt,634381.0
634388,@268534 Hey Nicholas! There's a Spotify for Students section at https://t.co/c1Z94oBFOl. Any info about internships will be there 🙂 /NG,634389.0
634396,@270415 Hi Tony! Help's here. Can you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,634397.0
634398,@270416 Hey Josh! We hear you. Make sure you show your support for the idea in our Community: https://t.co/rXH5HEx9hM /JP,634399.0
634400,"@270417 Hi Ryan! Thanks for the feedback. Our Curation team is independent, but we’ll pass your suggestion onto them /DV",634401.0
634402,"@270418 Hey! Thanks for the feedback, we’ll pass on your suggestion. We'll be here if you need anything else /SP",634403.0
634447,"@270426 Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /PB",634448.0
634449,@270427 Can you DM us your account's email address and username? We'll take a look backstage /JX https://t.co/ldFdZRiNAt,634450.0
637639,"@271189 We're sorry you feel that way. We're afraid we don't have that info, but we can confirm that the app integration on your device is no longer supported. We have more info about supported Denon devices here: https://t.co/tfTR0n2Fr7 /LM",637640.0
637641,"@271189 Thanks for the info. As we look to improve the overall Spotify experience, we are removing the app's integration from the Denon Avrx2000. There's more info here: https://t.co/bEYguupnkR. We hope this clears things up. Let us know if you have any other questions /LM",637643.0
637644,"@271189 Hi there. Can you let us know exactly what Denon device you're using? Also, are you trying to use it via Spotify connect? /LM",637645.0
637646,"@271190 Hi, help's here! Can you try to see if following the steps at https://t.co/G7GIU2hGj4 makes a difference? /DV",637647.0
637648,"@271191 Hi Sam! We’d love to have all of Jojo's stuff available, but we have some info about content here: https://t.co/MEjmIRL2eB. Let us know if you need more help /HR",637649.0
637650,@271192 Hi there! You'll need to use any recurring payment methods available upon signup. We suggest giving it a go using debit/credit cards or PayPal. There's more info at https://t.co/RywgYiE2hX. We hope this helps 🙂 /NH,83705.0
637651,@271193 Hi there! Can you send us a DM with the usernames or email addresses for your account and your wife's? We'll take a look backstage /HR https://t.co/ldFdZRiNAt,637652.0
637653,"@271194 Hey Jamie, the cavalry's here! We'd love to have all of A Guy Called Gerald's music available, but you can check out more info about content here: https://t.co/0i8GpimuDa. Hope that helps /LX",637654.0
637655,"@271195 Hey Wayne, help's here! Can you DM us your account's email address and username? We'll take a look backstage /AL https://t.co/ldFdZRiNAt",637656.0
637657,"@116375 Currently, we’re not able to offer this promotion in Quebec due to circumstances outside our control. We don't have any other info  to give out, but we hope to be able to make it available in the future /LM",637658.0
637659,"@116375 We're afraid we don't have any info to share, but we'll be sure to pass this on to the right team /LM",637660.0
637661,"@116375 Hi there. We're sorry you feel that way. We appreciate your feedback on this, and we'll be sure to pass this on to the right folks. Let us know if we can help with anything else /LM",637662.0
637663,@271196 We're just replying now! 💚 /I,637664.0
637665,@271196 Hey Ben! Could you DM us an email address we can use to reach out to you? /I https://t.co/ldFdZRiNAt,637666.0
637667,"@271197 Hey there! Can you let us know what model your Macbook is? Also, we suggest reinstalling the app. Just follow the steps here: https://t.co/EqisDMwZAT  to do so. Let us know if that makes a difference /KA",637669.0
637670,"@271197 Thanks! That'll do. Just to check, can you let us know if reinstalling the app helped? If not, could we have a full description about what's happening on your end? /KA",637668.0
637672,@271198 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt,637673.0
637678,"@189722 Hey there, we hear you! Can you DM us your account's email address and username? We'll see what we can do /MX https://t.co/ldFdZRiNAt",115286.0
637679,@267235 Hmm. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt,637681.0
637682,"@271199 Hey there! We've just replied to your DM, we'll carry on helping there /JX",637683.0
637684,"@271200 Hey Andromeda, we'd love to help! Check out our Holiday Premium offer here: https://t.co/Gp5xcUoTsa. We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M. We're here for you /TI",77697.0
637685,@271201 Hey Brooke! We'd love to have them on Spotify. Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /JK,637686.0
637687,"@271202 We hear you Luis! Rest assured, your feedback will be passed on to the right folks. If you ever need anything else, just shout and we'll come running 🏃 /AL",637688.0
637689,"@271203 Hi there! Search results are based on popularity. No worries, we’ll get your feedback passed onto the right team. In the meantime, let us know if you have any other questions /FJ",637691.0
637692,@271203 We hear you! Thanks for taking the time to share your thoughts - this has been noted. Give us a shout if there's anything else /FJ,637690.0
637693,"@271204 Hey Dani! Thanks for the feedback. Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion 😉 /JZ",637694.0
637695,@271205 We'd love to have them on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /MX,637696.0
637697,"@271206 Hey! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team. Give us a shout if you need anything else, we'll get back to you in a beat /ZO",637699.0
637700,"@271206 We hear you, and we'll be sure to let our devs know this is something you'd like to see. Let us know if we can help with anything else. We're just a tweet away /LM",637698.0
637701,"@271207 Hi Aikuh! That's correct, this offer's for new subscribers only. Be sure check out our other great offers here: https://t.co/Gp5xcUoTsa  Stay tuned for more deals for existing Premium subscribers 🙂 We hope this helps /TX",2894.0
637702,"@271208 Oops, sorry for that. If anything comes up, you know where to find us. https://t.co/m4HWSbgHVZ 💚 /NG",637704.0
637707,"@271210 Hi Nico, the cavalry's here! Can you DM us your account's username and email address? We'd be happy to help /JI https://t.co/ldFdZRiNAt",637708.0
637709,"@271211 Hey Casey, that's not cool! Can you DM us your account's username and email address? We'll take a look backstage /JX https://t.co/ldFdZRiNAt",637710.0
637711,"@271212 Sorry to hear you feel that way. Don't worry, we'll also pass your feedback onto the team. Rest assured it won't fall on deaf ears. Give us a shout if you have any other questions or concerns ✌️ /JM",637712.0
637713,"@271212 Hey there! We're afraid that isn't possible right now, but you can vote for the official idea here: https://t.co/hlXvRg5Zog /JM",637714.0
637715,"@271213 Hey Jack, that's not cool! Can you DM us your account's email address and username? We'll take a look backstage /DT https://t.co/ldFdZRiNAt",637716.0
637717,"@271214 Hey there, we'd love to help! Want to talk to us in Spanish? You sure can, we're only a tweet away @230513. We'll be waiting 🙂 /JY",637718.0
637719,"@271215 Hey Fern, help's here! We'd love to have all of Hilary Duff's music available, but you can check out more info about content here: https://t.co/0i8GpimuDa. Hope that helps /LX",637720.0
637721,"@271216 Hey there! Right now, this offer's for new subscribers only. Stay tuned for more deals for existing Premium subscribers, though 🙂 /CG",590153.0
637725,@271218 Hey Morgan! We'd love to have them on Spotify. Hopefully we will in the future. We've got some more info on content for you here: https://t.co/MEjmIRL2eB /JI,637730.0
637731,@271218 Great! Feel free to send a tweet our way if you need help with anything else /JI,637726.0
637757,@271222 We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /JX,637758.0
637759,"@271223 Hi there. Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week! /JM",637760.0
637761,"@271224 Hey Justin, help's arrived! Can you DM us your account's email address and username? We'll take a look backstage 🔍 /TX https://t.co/ldFdZRiNAt",637762.0
637763,"@271225 Hey there! Thanks for the feedback. Our Curation team is independent &amp; uses taste, data, research, and trends to create playlists. We'd love to have them on Spotify. Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB. Keep rocking /MX",637764.0
637765,@271208 Hey there! Can you DM us your account's username or email address? We'll check backstage /NG https://t.co/ldFdZRiNAt,637766.0
637767,@271226 Hi! We've just replied to your DM. Let's carry on there /JE,116617.0
637768,"@271227 Hey, that's not cool! Can you shoot us a DM with your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt",637769.0
637770,@271228 Hi Leandro! We’re sorry to hear that. Check out https://t.co/QHn3okq8TV for what to do next /QI,637771.0
637772,"@271229 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /MX",637773.0
639404,@271676 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB,639405.0
639406,@271676 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB https://t.co/ldFdZRiNAt,639407.0
639408,@271677 Hi Lovely! Thanks for the feedback. It's music to our ears 🎶 /AP,639410.0
639411,@271678 Hi there! The bundle is only $4.99 for both the student discount and Hulu. More info here: https://t.co/CkRver8ToE /NQ,189827.0
639412,@271679 Hey! We've just send you a DM. Check your inbox /RH,639413.0
639414,@271680 Hey! We're always testing things in order to improve Spotify. There's more info here: https://t.co/uon71wdZQZ /JS,639415.0
639416,@164928 We've responded to your DM. We'll continue helping out there /RA,639417.0
639418,@271681 Hi there! We've just sent a DM your way. Let's carry on chatting there /JU,639419.0
639926,"@271795 Hey there, help's here! You can create a folder by following the steps in the image below. Let us know how this goes /CG https://t.co/KwrBhp1Jh6",639928.0
639929,"@271795 Thanks for the kind words! If you have any other questions, just let us know. We're here to help 🙂 /CG",639927.0
639930,"@271796 You're welcome! If you ever need anything else, just shout and we'll come running 🏃 /JX",639931.0
639932,"@271796 Hey there! We'd recommend you reach out to our friends at Transmitter Media, they should be able to help out /JX",639933.0
639935,"@271797 Hey Tiffany! Do you get an error message when trying to send an invite? Also, can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt",639936.0
639937,@271798 Hey Lewis! Can you DM us your Facebook account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,639938.0
639939,"@271799 Hey there! Unfortunately, we don't offer support in the Finnish right now. We'd be happy to help in English here /JI",639940.0
639942,@271800 Sorry to hear that. We've just responded to your DM. Let's carry on chatting there /WW,639943.0
639945,@271801 Hey! We've just sent a DM your way. Let's carry on chatting there /JQ,639946.0
639947,@125849 Hi Luke! The cavalry's here. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,639948.0
639949,"@271802 Hey Drew, we can see how that’d be useful! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf /TR",639950.0
639951,@271803 Hey! We're sorry to hear that. Don't worry we're here to help. Can you send us a DM with that account's email address or username? We'll take a look backstage /CP https://t.co/ldFdZRiNAt,639952.0
639953,@271804 Hey there! Thanks for the heads up. We'll let the right folks know about this. Let us know if there's anything else we can help with 🙂 /LM,639954.0
639955,@271805 Hey! Help's here. Could you DM us some more info? We'll see what we can do /C https://t.co/ldFdZRiNAt,639956.0
639957,"@271806 Hey there! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /JP",639958.0
639959,"@271807 Hey Följa! We can help out in English via Twitter, but we also have Swedish support via email at https://t.co/ZgU70TbP8M /SJ",152217.0
639960,@271808 Hey there! That's not cool. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt,639961.0
639963,@271809 Hey there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /CG,639964.0
639965,"@271810 Hi Aaron! Sometimes, content is temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. There's more info here: https://t.co/VE7KvznUs9 /JI",639966.0
639967,"@271811 Hey Nico, help's here! Could you DM us your account's email address? Sending us the make and model of your device and the versions of its OS and the Spotify app would be great too /RK https://t.co/ldFdZRiNAt",639968.0
639970,"@271812 Hey Sameria, help's here! Could you tell us more about what's going on? Also, could you DM us your email address and username? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",115287.0
639971,"@271813 Hey Kristof! Can you send us a screenshot of what you're seeing? Also, can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt",116618.0
639972,"@271814 Hey there! Sometimes, content is temporarily removed because of licensing changes. Hopefully, we'll have it available again soon. There's more info for you here: https://t.co/VE7KvznUs9 /JI",130878.0
639973,"@271815 Hey Anna! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /CP",639974.0
640201,"@271879 No worries! If anything else comes up, just say the word. We're always a tweet away /MT",640202.0
640203,"@271879 We understand where you're coming from. Not to worry, we'll also give our devs a nudge on this. Drop us a tweet if you need us again /MT",291859.0
640204,@190763 Thanks! Could you let us know which country you're from? /RA,313064.0
642097,@272389 Hi there. Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /LM,642098.0
642099,@272390 Hi Bron! Hope you don't mind that we're replying in English. We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /GN,642100.0
642101,@272391 Hey there! We’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa 💚 /NG,642102.0
642103,"@272392 Hey there! We’d love to have everything available, but we have some info about content here: https://t.co/0i8GpimuDa 💚 /NG",642104.0
642105,"@272393 Hey, we hear you! We’ll have it available to you as soon as it’s available to us https://t.co/0i8GpimuDa /TR",642106.0
642109,"@272395 Hey there! We're sorry to hear you're not liking your Recommended Songs. We'll pass on your feedback. We have more info to share here: https://t.co/aGZZKzSM3w. Any other questions, just give us a shout /NG",642111.0
642112,"@272395 No worries! We appreciate you telling us. If anything else comes up, we'll be right here 💚 /NG",642110.0
642113,@272396 Hey there! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt,642114.0
642115,"@272397 All users can log in to multiple devices, and Premium users can download offline tunes on 3 different devices. This to make sure the app runs smoothly. Hope that clears things up /JE",137177.0
642117,"@272397 As long as you're not using Spotify simultaneously, you should be all good. Otherwise we'd suggest having separate accounts with all of your own music. Any other questions, give us a shout /JE",642116.0
642120,@272398 Hey Jesse! Help's arrived. Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,642118.0
642121,@272399 Hey there! Can you send us the Song Links for both tracks? Just tap the three dots &gt; Share &gt; Copy Link. Keep us posted /LM,642123.0
642124,@272399 Thanks for the info. We can see that the songs are fine on our end. Can you let us know what country you're currently in? /LM,642122.0
642126,@272399 Got it! Can you send us a DM with your account's email address or username? We'll take a look backstage /AR https://t.co/ldFdZRiNAt,642125.0
642127,@272400 Hi there! Could you DM us your account's email address or your Facebook profile link? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,642128.0
642129,"@272401 @115888 Hi Mikail, help's here! Could you DM us your username and email address? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",642130.0
642131,"@272402 Hey Monica! Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: https://t.co/3h0TnPWP0c. Stay awesome 😁 /JQ",642133.0
642134,"@272402 We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /JQ",642132.0
642135,@272403 Hi Lena! Help's here. Could you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,642136.0
643418,@272765 2: We have more info about that here: https://t.co/0i8GpimuDa /LO,643419.0
643421,@272766 Thanks. Does logging out and back in make any difference? /AN,643422.0
643423,"@272766 Hey! Help's here. Can you let us know what device, operating system, and version of Spotify you're using? We'll see what we can suggest /AN",643424.0
644252,@272922 Hey there! You can remove tracks in the Play Queue by following the steps here: https://t.co/Lx02el9U59. Hope this helps /PL,644254.0
644255,@272922 2: More info here: https://t.co/l6anFcUL6p /PL,644253.0
644256,"@272922 1: We appreciate your feedback, but it's currently not possible to clear all queued songs in the mobile app. /PL",644253.0
644301,"@272934 Hey Joseph, thanks for letting us know about this! We'll get this reported. Great detective work. https://t.co/LpsmyUtme0 🔍 /RR",644303.0
644321,"@272938 Just to check, are you using an LG Tribute 5? Also, can you let us know which versions of Spotify and Android you're rocking? /RA",644323.0
644324,@272938 Got it! Can you DM us your account's email address? We'll take a look under the hood /RA https://t.co/ldFdZR1cbT,644322.0
644325,@272938 Okay. Can you try the steps here for us: https://t.co/EqisDMwZAT? They should help with this. Keep us posted /JI,644326.0
644327,@272938 Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted 🙂 /CG,644329.0
644332,@272940 Thanks for letting us know. Could you send us a DM with your account's email address or username? We'll take a look backstage /QI https://t.co/ldFdZRiNAt,644333.0
644334,"@272940 Hey there! Just to make sure, does this happen only when your using Spotify Connect to play your tunes? /QI",644335.0
645092,"@273110 Hey there! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: https://t.co/3h0TnPWP0c 🙂 /JI",645093.0
645094,"@273111 Hey Sal, help's here! Could you DM us your username and email address? A screenshot of what you're seeing would be helpful too. We'll take a look backstage 🔍 /PX https://t.co/ldFdZRiNAt",645095.0
645096,"@273112 Hey there! We just sent you a reply to your DM, we'll continue assisting you there /TF",645097.0
645098,"@273113 Hey there, we'd love to help! Can you DM us both your accounts' usernames/email addresses? We'll check what's happening backstage /JP https://t.co/ldFdZRiNAt",645099.0
645100,"@273114 Hey there! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /RK",645101.0
645102,@273115 Hi Charlotte! Can you DM us your username or email address? We'll take a look backstage /NH https://t.co/ldFdZRiNAt,645103.0
645104,"@273116 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",645105.0
645106,"@273117 Hey there! We can help out in English via Twitter, but we also have Turkish support via email at https://t.co/ZgU70TbP8M 🙂 /JI",645107.0
645109,"@273118 Hmm. Can you try using it without Gramofon, and see if the issue persists? /LM",645112.0
645113,"@273118 No worries. Just to check, does everything now look good on your end? /DV",645110.0
645114,@273118 That's great to hear! Give us a shout if the app ever misbehaves again. We'll be... https://t.co/LgAM6ky9Vv /DV,645111.0
645116,"@273119 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /TR",645117.0
645118,@273120 Hey there! Sorry for the delay. We've just replied to your DM. Let's continue chatting there /JP,645119.0
645121,"@273121 @273122 Hey, the cavalry's here. Can you DM us your account's username and email address? We'll check it out backstage 🔍 /LX https://t.co/ldFdZRiNAt",645122.0
645123,"@273122 Hey there! The Intro Offer of ₱9 for 3 months is for those who haven't had Premium before. If you haven't been on a subscription in the past, hea over to https://t.co/WB5TSxRfDe to take this offer 😉 /SY",2838.0
645125,@273123 Hi Kristin! You don't need the Premium service to make a playlist public. For info on we'd recommend checking the steps under Playlist privacy at https://t.co/use0juiOLR. Let us know if you run into any problems /TX,645126.0
645127,"@273124 Hey Zo, we’ll have it available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /TF",645128.0
645129,"@273125 Hey Shawn, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",645130.0
647096,"@273699 Hey Christophe! We can help out in English via Twitter, but we also have Dutch support via email at https://t.co/ZgU70TbP8M 🙂 /JI",647098.0
647099,"@273699 We hear you loud and clear. Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /JI",647097.0
647100,"@273700 Hey Matthew, we'd love to help! Can you DM us your account's username or email address? We'll take a look backstage /JP",647101.0
647102,@273701 Hey there! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /TF,647103.0
647104,"@273702 Hi there! It doesn't look like we could find any of your DMs. No worries. Can you send us a new one, letting us know what's happening exactly? /DV https://t.co/ldFdZRiNAt",647105.0
647106,@273703 Hi Seb! The cavalry's here. Could you DM us the email addresses on your and your members'' accounts? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,647107.0
647108,"@151579 Hey there, the cavalry's here! Does logging out, restarting your device, and logging back into Spotify help? Keep us posted /JI",647111.0
647112,"@151579 Thanks for clarifying. Just to check, is this happening on other devices that you log in to? Can you look into that for us? /JP",647109.0
647113,"@273704 Hey Guillaume! At this time, we’re not able to offer trials in Quebec due to circumstances outside our control. We hope to be able to make it available in the future /VV",647114.0
647115,@273705 Hey Tom! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /TF,647116.0
647117,"@273706 Hey Dylan, help's here! Could you shoot over your account's username and email address in a DM? We'll take a look backstage 🔍 /VV https://t.co/ldFdZRiNAt",647118.0
647119,@273707 You're welcome Meaghan! If you ever need anything else be sure to give us a... https://t.co/AUc7DGJpgF 🙂 /JX,647120.0
647121,@273708 Hey Bethany! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt,647122.0
647124,@273709 Hi! We've replied to your DM. Let's continue chatting there /GU,647125.0
647127,"@273710 Hey Barbara, help's here! Could you DM us both your account's email addresses and usernames? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",647128.0
647129,"@273711 Hey, the cavalry's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt",647130.0
647492,"@273819 Hi there! At this time, we're afraid this isn't possible. We'll pass on your feedback to the right team /NQ",647493.0
647498,"@273821 Hi Alex. Don't worry, help's here. Can you DM us your username and email address so we can check? /JU https://t.co/ldFdZRiNAt",647500.0
648630,"@274153 Hey, thanks for the feedback! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /NG",648631.0
648632,@274154 Hey there! Can you DM us your account's email address or username? We'll take a look behind the scenes /JE https://t.co/ldFdZRiNAt,648633.0
648634,@274155 Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /CG,648641.0
648642,@274157 Hey Rain! Can you send us your account's email address or username via DM? We'll check under the hood /JE https://t.co/ldFdZRiNAt,93921.0
648644,@274158 Hi! Can you DM us your account's email address? We'll take a look backstage /RH https://t.co/ldFdZRiNAt,648643.0
620331,@267235 We're afraid we currently don't support payments from XL Axiata. We'd suggest signing up using a different payment method like Doku. Hope this helps /QI,620330.0
648646,"@274159 Hey there! Can you DM us your account's username or email address, together with the error message you're getting? We'll check backstage /AP https://t.co/ldFdZRiNAt",648645.0
648647,"@249491 Hey there, nice idea! We can't make any promises, but we'll be sure to let the right team know. If you ever need anything else, just shout and we'll come running 🏃 /AV",648648.0
648649,@274160 Hi Lauma! Thanks for letting us know. Our best tech folks are on the case as we speak. Hopefully we'll have it corrected soon 🙂 /JI,648651.0
648654,"@274161 Hey Dalia, we'd be happy to help! Could you DM us your account's email address and username? We'll take a look backstage /BX https://t.co/ldFdZRiNAt",648655.0
648656,"@274162 Thanks for that information. Does logging out, restarting your device, and logging back into Spotify help with the browser menu? Also, we have some more info on editing playlists for you here: https://t.co/a38Mc2DlCx. Let us know how you get on /JI",648658.0
648659,@274162 Sorry for the confusion. We're afraid editing playlists isn't currently possible on Android devices. We'd suggest adding your support for the idea in our Community at https://t.co/cxqCh7BOea /AR,648657.0
648660,"@274163 Hey Zoe, help's here! You're always welcome rock out to Spotify Free without a subscription. Be sure to check out our Premium Holiday offers here: https://t.co/Gp5xcUoTsa. If you have any other questions, we'd love to lend a hand /TI",145952.0
648661,"@274164 Hey Amber, help's here! Can you DM us both your username and email address, along with that of the Family plan owner? We'll take a look backstage /LJ https://t.co/ldFdZRiNAt",648662.0
648664,"@274165 Hey there! Thanks for the feedback. Our Curation team is independent. They use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion. Just give us a shout if there's anything else 🙂 /PC",648665.0
648666,"@274166 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",648667.0
648668,"@274167 Hey, that's not cool! Just to check, did the issue start happening since you've updated your iOS and Spotify app versions? Also, are you getting any specific error messages? Any screenshots would be a great help /JM",648670.0
648671,"@274167 Hmm, that's odd. Just to check, are there any other devices you could use to replicate the issue? If so, keep us in the loop /JM",648669.0
648673,@274167 Cool! You're welcome. Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 😁 /JM,648672.0
648674,@274168 We've just sent a DM your way. Let's carry on chatting there 🙂 /CG,648675.0
648677,"@274170 Hey, we didn't mean to scare you! Thanks for the feedback, we'll make sure it's passed on to our Ads team /NQ",648678.0
648679,@274171 Hey! We have some info about the Spotify app on Roku here: https://t.co/titMn0j3Im. Give us a shout if there's anything else /AR,648681.0
648682,"@274171 We're sorry you feel that way. Rest assured, your feedback is being heard while we work with Roku on the best path forwards /LM",648680.0
648684,@274171 We understand your frustration. We'll be sure to pass your feedback on to the right folks. Let us know if we can help with anything else /LM,648683.0
649087,"@274279 Hey, help's here. What device, operating system, and Spotify version is this happening on? We'll see what we can suggest /AY",649089.0
649090,@274279 Hmm. The lack of RAM could affect its performance. How much available space do you have on your device? Does logging out &amp; back in help? /AY,649088.0
649092,"@274279 Got it. Does the same thing happen if you restart your device? If so, can you try the steps at https://t.co/EqisDMwZAT? Keep us posted /AY",649091.0
649399,@274365 Hey Jessica! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,649401.0
649878,@274490 We’re working hard with rights holders to get more of the best content on the service. Stay tuned! /CO,649879.0
649882,@274492 Hey there! Can you DM us your account's username and email address? We'll take a look backstage /SY https://t.co/ldFdZRiNAt,649883.0
649884,"@274493 Hey Chris, we'd love to help! Just to check, is this happening when shuffling your songs while using Connect? /JP",649886.0
649887,"@274493 Thanks for letting us know. Is this happening when you're playing tracks in your playlists, Your Library, or both? We'll see what we can suggest 🙂 /PX",649885.0
649888,@274494 Hey Rachel! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /MX,649889.0
649890,"@274495 Hi, we've just replied to your DMs. We'll carry on chatting there /SY",649891.0
649892,"@274496 Hey Troy! Sometimes content gets temporarily removed because of licensing changes. Hopefully, we'll have it available again soon /MX",649893.0
649894,"@274497 Hey there! We just sent you a reply to your DM, we'll continue assisting you there /TF",649895.0
649896,"@274498 Hey, help's here! Can you DM us your username and email address so we can take a look at what's happening backstage? We'll hang tight for your reply /MY",649897.0
649898,@274499 Hi there. We've just sent a DM your way. Let's carry on chatting there /XF,649899.0
649900,"@274500 Hi Justen, help's arrived! Just to check, have you followed the exact steps here: https://t.co/zEMYB82ZiG? /FJ",649902.0
